2024/12/17 08:41:21.632 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCACT_RS08965, spec=gm05066
2024/12/17 08:41:21.661 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCABL_RS09015, spec=lcb
2024/12/17 08:41:21.661 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1473, order=0, coreidx1=1085, coreidx2=1085
2024/12/17 08:41:21.661 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BN194_RS09045, spec=lcw
2024/12/17 08:41:21.661 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1473, order=0, coreidx1=1085, coreidx2=1085
2024/12/17 08:41:21.661 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=2, name=LCA12A_RS07965, spec=lcx
2024/12/17 08:41:21.661 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1473, order=0, coreidx1=1085, coreidx2=1085
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.Cluster Cluster id=2577, name=2577
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCYAK_RS08955, spec=gm05061
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2577, order=0, coreidx1=1121, coreidx2=1121
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCACT_RS09135, spec=gm05066
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2577, order=0, coreidx1=1121, coreidx2=1121
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BGL52_RS08620, spec=gm08549
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2577, order=0, coreidx1=1121, coreidx2=1121
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=DYY97_RS07960, spec=gm10478
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2577, order=0, coreidx1=1121, coreidx2=1121
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCABL_RS09215, spec=lcb
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2577, order=0, coreidx1=1121, coreidx2=1121
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BN194_RS09250, spec=lcw
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2577, order=0, coreidx1=1121, coreidx2=1121
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCA12A_RS08150, spec=lcx
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2577, order=0, coreidx1=1121, coreidx2=1121
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.Cluster Cluster id=2397, name=2397
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LBCZ_RS07855, spec=gm04274
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2397, order=0, coreidx1=1107, coreidx2=1107
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCYAK_RS08875, spec=gm05061
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2397, order=0, coreidx1=1107, coreidx2=1107
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCACT_RS09055, spec=gm05066
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2397, order=0, coreidx1=1107, coreidx2=1107
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BGL52_RS08550, spec=gm08549
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2397, order=0, coreidx1=1107, coreidx2=1107
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=DYY97_RS07890, spec=gm10478
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2397, order=0, coreidx1=1107, coreidx2=1107
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCABL_RS09135, spec=lcb
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2397, order=0, coreidx1=1107, coreidx2=1107
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BN194_RS09165, spec=lcw
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2397, order=0, coreidx1=1107, coreidx2=1107
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BN194_RS09170, spec=lcw
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2397, order=0, coreidx1=1107, coreidx2=1107
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCA12A_RS08080, spec=lcx
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2397, order=0, coreidx1=1107, coreidx2=1107
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.Cluster Cluster id=2308, name=2308
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LBCZ_RS08145, spec=gm04274
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2308, order=0, coreidx1=1155, coreidx2=1155
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCYAK_RS09140, spec=gm05061
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2308, order=0, coreidx1=1155, coreidx2=1155
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCACT_RS09320, spec=gm05066
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2308, order=0, coreidx1=1155, coreidx2=1155
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BGL52_RS08830, spec=gm08549
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2308, order=0, coreidx1=1155, coreidx2=1155
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=DYY97_RS08140, spec=gm10478
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2308, order=0, coreidx1=1155, coreidx2=1155
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCABL_RS09400, spec=lcb
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2308, order=0, coreidx1=1155, coreidx2=1155
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BN194_RS09435, spec=lcw
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2308, order=0, coreidx1=1155, coreidx2=1155
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCA12A_RS08340, spec=lcx
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2308, order=0, coreidx1=1155, coreidx2=1155
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.Cluster Cluster id=2471, name=2471
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LBCZ_RS07620, spec=gm04274
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2471, order=0, coreidx1=1061, coreidx2=1061
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCYAK_RS08635, spec=gm05061
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2471, order=0, coreidx1=1061, coreidx2=1061
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCACT_RS08815, spec=gm05066
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2471, order=0, coreidx1=1061, coreidx2=1061
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BGL52_RS08300, spec=gm08549
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2471, order=0, coreidx1=1061, coreidx2=1061
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=DYY97_RS07640, spec=gm10478
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2471, order=0, coreidx1=1061, coreidx2=1061
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCABL_RS08895, spec=lcb
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2471, order=0, coreidx1=1061, coreidx2=1061
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BN194_RS08915, spec=lcw
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2471, order=0, coreidx1=1061, coreidx2=1061
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCA12A_RS07845, spec=lcx
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2471, order=0, coreidx1=1061, coreidx2=1061
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.Cluster Cluster id=2469, name=2469
2024/12/17 08:41:21.662 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LBCZ_RS08165, spec=gm04274
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2469, order=0, coreidx1=1159, coreidx2=1159
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCYAK_RS09160, spec=gm05061
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2469, order=0, coreidx1=1159, coreidx2=1159
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCACT_RS09340, spec=gm05066
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2469, order=0, coreidx1=1159, coreidx2=1159
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BGL52_RS08850, spec=gm08549
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2469, order=0, coreidx1=1159, coreidx2=1159
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=DYY97_RS08160, spec=gm10478
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2469, order=0, coreidx1=1159, coreidx2=1159
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCABL_RS09420, spec=lcb
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2469, order=0, coreidx1=1159, coreidx2=1159
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BN194_RS09455, spec=lcw
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2469, order=0, coreidx1=1159, coreidx2=1159
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCA12A_RS08360, spec=lcx
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2469, order=0, coreidx1=1159, coreidx2=1159
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.Cluster Cluster id=790, name=790
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LBCZ_RS07895, spec=gm04274
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=790, order=0, coreidx1=1115, coreidx2=1115
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCYAK_RS08915, spec=gm05061
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=790, order=0, coreidx1=1115, coreidx2=1115
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCACT_RS09095, spec=gm05066
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=790, order=0, coreidx1=1115, coreidx2=1115
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BGL52_RS08590, spec=gm08549
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=790, order=0, coreidx1=1115, coreidx2=1115
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=DYY97_RS07930, spec=gm10478
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=790, order=0, coreidx1=1115, coreidx2=1115
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCABL_RS09175, spec=lcb
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=790, order=0, coreidx1=1115, coreidx2=1115
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BN194_RS09210, spec=lcw
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=790, order=0, coreidx1=1115, coreidx2=1115
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCA12A_RS08120, spec=lcx
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=790, order=0, coreidx1=1115, coreidx2=1115
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.Cluster Cluster id=1793, name=1793
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LBCZ_RS08150, spec=gm04274
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1793, order=0, coreidx1=1156, coreidx2=1156
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCYAK_RS09145, spec=gm05061
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1793, order=0, coreidx1=1156, coreidx2=1156
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCACT_RS09325, spec=gm05066
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1793, order=0, coreidx1=1156, coreidx2=1156
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BGL52_RS08835, spec=gm08549
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1793, order=0, coreidx1=1156, coreidx2=1156
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=DYY97_RS08145, spec=gm10478
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1793, order=0, coreidx1=1156, coreidx2=1156
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCABL_RS09405, spec=lcb
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1793, order=0, coreidx1=1156, coreidx2=1156
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BN194_RS09440, spec=lcw
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1793, order=0, coreidx1=1156, coreidx2=1156
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCA12A_RS08345, spec=lcx
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1793, order=0, coreidx1=1156, coreidx2=1156
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.Cluster Cluster id=2112, name=2112
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LBCZ_RS08160, spec=gm04274
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2112, order=0, coreidx1=1158, coreidx2=1158
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCYAK_RS09155, spec=gm05061
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2112, order=0, coreidx1=1158, coreidx2=1158
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCACT_RS09335, spec=gm05066
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2112, order=0, coreidx1=1158, coreidx2=1158
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BGL52_RS08845, spec=gm08549
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2112, order=0, coreidx1=1158, coreidx2=1158
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=DYY97_RS08155, spec=gm10478
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2112, order=0, coreidx1=1158, coreidx2=1158
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCABL_RS09415, spec=lcb
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2112, order=0, coreidx1=1158, coreidx2=1158
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BN194_RS09450, spec=lcw
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2112, order=0, coreidx1=1158, coreidx2=1158
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCA12A_RS08355, spec=lcx
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2112, order=0, coreidx1=1158, coreidx2=1158
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.Cluster Cluster id=2412, name=2412
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LBCZ_RS08310, spec=gm04274
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2412, order=0, coreidx1=1178, coreidx2=1178
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCYAK_RS09255, spec=gm05061
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2412, order=0, coreidx1=1178, coreidx2=1178
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCACT_RS09435, spec=gm05066
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2412, order=0, coreidx1=1178, coreidx2=1178
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BGL52_RS08975, spec=gm08549
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2412, order=0, coreidx1=1178, coreidx2=1178
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=DYY97_RS08285, spec=gm10478
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2412, order=0, coreidx1=1178, coreidx2=1178
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCABL_RS09515, spec=lcb
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2412, order=0, coreidx1=1178, coreidx2=1178
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BN194_RS09550, spec=lcw
2024/12/17 08:41:21.663 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2412, order=0, coreidx1=1178, coreidx2=1178
2024/12/17 08:41:21.664 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCA12A_RS08455, spec=lcx
2024/12/17 08:41:21.664 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2412, order=0, coreidx1=1178, coreidx2=1178
2024/12/17 08:41:21.664 [AWT-EventQueue-0] INFO   cgdp.corealign.Cluster Cluster id=605, name=605
2024/12/17 08:41:21.664 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LBCZ_RS08045, spec=gm04274
2024/12/17 08:41:21.664 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=605, order=0, coreidx1=1142, coreidx2=1142
2024/12/17 08:41:21.664 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCYAK_RS09070, spec=gm05061
2024/12/17 08:41:21.664 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=605, order=0, coreidx1=1142, coreidx2=1142
2024/12/17 08:41:21.664 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCACT_RS09250, spec=gm05066
2024/12/17 08:41:21.664 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=605, order=0, coreidx1=1142, coreidx2=1142
2024/12/17 08:41:21.664 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BGL52_RS08730, spec=gm08549
2024/12/17 08:41:21.664 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=605, order=0, coreidx1=1142, coreidx2=1142
2024/12/17 08:41:21.664 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=DYY97_RS08070, spec=gm10478
2024/12/17 08:41:21.664 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=605, order=0, coreidx1=1142, coreidx2=1142
2024/12/17 08:41:21.664 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCABL_RS09330, spec=lcb
2024/12/17 08:41:21.664 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=605, order=0, coreidx1=1142, coreidx2=1142
2024/12/17 08:41:21.664 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BN194_RS09365, spec=lcw
2024/12/17 08:41:21.664 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=605, order=0, coreidx1=1142, coreidx2=1142
2024/12/17 08:41:21.664 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCA12A_RS08270, spec=lcx
2024/12/17 08:41:21.664 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=605, order=0, coreidx1=1142, coreidx2=1142
2024/12/17 08:41:21.664 [AWT-EventQueue-0] INFO   cgdp.corealign.Cluster Cluster id=2391, name=2391
2024/12/17 08:41:21.664 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LBCZ_RS08420, spec=gm04274
2024/12/17 08:41:21.664 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2391, order=0, coreidx1=1198, coreidx2=1198
2024/12/17 08:41:21.664 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCYAK_RS09360, spec=gm05061
2024/12/17 08:41:21.664 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2391, order=0, coreidx1=1198, coreidx2=1198
2024/12/17 08:41:21.664 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCACT_RS09540, spec=gm05066
2024/12/17 08:41:21.664 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2391, order=0, coreidx1=1198, coreidx2=1198
2024/12/17 08:41:21.664 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BGL52_RS09100, spec=gm08549
2024/12/17 08:41:21.664 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2391, order=0, coreidx1=1198, coreidx2=1198
2024/12/17 08:41:21.664 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=DYY97_RS08395, spec=gm10478
2024/12/17 08:41:21.664 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2391, order=0, coreidx1=1198, coreidx2=1198
2024/12/17 08:41:21.664 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCABL_RS09620, spec=lcb
2024/12/17 08:41:21.664 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2391, order=0, coreidx1=1198, coreidx2=1198
2024/12/17 08:41:21.664 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BN194_RS09660, spec=lcw
2024/12/17 08:41:21.664 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2391, order=0, coreidx1=1198, coreidx2=1198
2024/12/17 08:41:21.664 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCA12A_RS08560, spec=lcx
